Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_79_1410,VGND,li1,652.0500,220.3200,0.000000
FILLER_79_1407,VGND,li1,650.6700,220.3200,0.000000
FILLER_79_1404,VGND,li1,649.2900,220.3200,0.000000
FILLER_79_1401,VGND,li1,647.9100,220.3200,0.000000
FILLER_79_1399,VGND,li1,646.5300,220.3200,0.000000
FILLER_79_1396,VGND,li1,645.6100,220.3200,0.000000
FILLER_79_1393,VGND,li1,644.2300,220.3200,0.000000
FILLER_79_1390,VGND,li1,642.8500,220.3200,0.000000
FILLER_79_1387,VGND,li1,641.4700,220.3200,0.000000
FILLER_79_1384,VGND,li1,640.0900,220.3200,0.000000
FILLER_79_1381,VGND,li1,638.7100,220.3200,0.000000
FILLER_79_1378,VGND,li1,637.3300,220.3200,0.000000
FILLER_79_1375,VGND,li1,635.9500,220.3200,0.000000
FILLER_79_1372,VGND,li1,634.5700,220.3200,0.000000
FILLER_79_1369,VGND,li1,633.1900,220.3200,0.000000
FILLER_79_1366,VGND,li1,631.8100,220.3200,0.000000
FILLER_79_1363,VGND,li1,630.4300,220.3200,0.000000
FILLER_79_1360,VGND,li1,629.0500,220.3200,0.000000
FILLER_79_1357,VGND,li1,627.6700,220.3200,0.000000
FILLER_79_1354,VGND,li1,626.2900,220.3200,0.000000
FILLER_79_1351,VGND,li1,624.9100,220.3200,0.000000
FILLER_79_1348,VGND,li1,623.5300,220.3200,0.000000
FILLER_79_1345,VGND,li1,622.1500,220.3200,0.000000
FILLER_79_1343,VGND,li1,620.7700,220.3200,0.000000
FILLER_79_1340,VGND,li1,619.8500,220.3200,0.000000
FILLER_79_1337,VGND,li1,618.4700,220.3200,0.000000
FILLER_79_1334,VGND,li1,617.0900,220.3200,0.000000
FILLER_79_1331,VGND,li1,615.7100,220.3200,0.000000
FILLER_79_1328,VGND,li1,614.3300,220.3200,0.000000
FILLER_79_1325,VGND,li1,612.9500,220.3200,0.000000
FILLER_79_1322,VGND,li1,611.5700,220.3200,0.000000
FILLER_79_1319,VGND,li1,610.1900,220.3200,0.000000
FILLER_79_1316,VGND,li1,608.8100,220.3200,0.000000
FILLER_79_1313,VGND,li1,607.4300,220.3200,0.000000
FILLER_79_1310,VGND,li1,606.0500,220.3200,0.000000
FILLER_79_1307,VGND,li1,604.6700,220.3200,0.000000
FILLER_79_1304,VGND,li1,603.2900,220.3200,0.000000
FILLER_79_1301,VGND,li1,601.9100,220.3200,0.000000
FILLER_79_1298,VGND,li1,600.5300,220.3200,0.000000
FILLER_79_1295,VGND,li1,599.1500,220.3200,0.000000
FILLER_79_1292,VGND,li1,597.7700,220.3200,0.000000
FILLER_79_1289,VGND,li1,596.3900,220.3200,0.000000
FILLER_79_1287,VGND,li1,595.0100,220.3200,0.000000
FILLER_79_1284,VGND,li1,594.0900,220.3200,0.000000
FILLER_79_1281,VGND,li1,592.7100,220.3200,0.000000
FILLER_79_1278,VGND,li1,591.3300,220.3200,0.000000
FILLER_79_1275,VGND,li1,589.9500,220.3200,0.000000
FILLER_79_1272,VGND,li1,588.5700,220.3200,0.000000
FILLER_79_1269,VGND,li1,587.1900,220.3200,0.000000
FILLER_79_1266,VGND,li1,585.8100,220.3200,0.000000
FILLER_79_1263,VGND,li1,584.4300,220.3200,0.000000
FILLER_79_1260,VGND,li1,583.0500,220.3200,0.000000
FILLER_79_1257,VGND,li1,581.6700,220.3200,0.000000
FILLER_79_1254,VGND,li1,580.2900,220.3200,0.000000
FILLER_79_1251,VGND,li1,578.9100,220.3200,0.000000
FILLER_79_1248,VGND,li1,577.5300,220.3200,0.000000
FILLER_79_1245,VGND,li1,576.1500,220.3200,0.000000
FILLER_79_1242,VGND,li1,574.7700,220.3200,0.000000
FILLER_79_1239,VGND,li1,573.3900,220.3200,0.000000
FILLER_79_1236,VGND,li1,572.0100,220.3200,0.000000
FILLER_79_1233,VGND,li1,570.6300,220.3200,0.000000
FILLER_79_1231,VGND,li1,569.2500,220.3200,0.000000
FILLER_79_1228,VGND,li1,568.3300,220.3200,0.000000
FILLER_79_1225,VGND,li1,566.9500,220.3200,0.000000
FILLER_79_1222,VGND,li1,565.5700,220.3200,0.000000
FILLER_79_1219,VGND,li1,564.1900,220.3200,0.000000
FILLER_79_1216,VGND,li1,562.8100,220.3200,0.000000
FILLER_79_1213,VGND,li1,561.4300,220.3200,0.000000
FILLER_79_1210,VGND,li1,560.0500,220.3200,0.000000
FILLER_79_1207,VGND,li1,558.6700,220.3200,0.000000
FILLER_79_1204,VGND,li1,557.2900,220.3200,0.000000
FILLER_79_1201,VGND,li1,555.9100,220.3200,0.000000
FILLER_79_1198,VGND,li1,554.5300,220.3200,0.000000
FILLER_79_1195,VGND,li1,553.1500,220.3200,0.000000
FILLER_79_1192,VGND,li1,551.7700,220.3200,0.000000
FILLER_79_1189,VGND,li1,550.3900,220.3200,0.000000
FILLER_79_1186,VGND,li1,549.0100,220.3200,0.000000
FILLER_79_1183,VGND,li1,547.6300,220.3200,0.000000
FILLER_79_1180,VGND,li1,546.2500,220.3200,0.000000
FILLER_79_1177,VGND,li1,544.8700,220.3200,0.000000
FILLER_79_1175,VGND,li1,543.4900,220.3200,0.000000
FILLER_79_1172,VGND,li1,542.5700,220.3200,0.000000
FILLER_79_1169,VGND,li1,541.1900,220.3200,0.000000
FILLER_79_1166,VGND,li1,539.8100,220.3200,0.000000
FILLER_79_1163,VGND,li1,538.4300,220.3200,0.000000
FILLER_79_1160,VGND,li1,537.0500,220.3200,0.000000
FILLER_79_1157,VGND,li1,535.6700,220.3200,0.000000
FILLER_79_1154,VGND,li1,534.2900,220.3200,0.000000
FILLER_79_1151,VGND,li1,532.9100,220.3200,0.000000
FILLER_79_1148,VGND,li1,531.5300,220.3200,0.000000
FILLER_79_1145,VGND,li1,530.1500,220.3200,0.000000
FILLER_79_1142,VGND,li1,528.7700,220.3200,0.000000
FILLER_79_1139,VGND,li1,527.3900,220.3200,0.000000
FILLER_79_1136,VGND,li1,526.0100,220.3200,0.000000
FILLER_79_1133,VGND,li1,524.6300,220.3200,0.000000
FILLER_79_1130,VGND,li1,523.2500,220.3200,0.000000
FILLER_79_1127,VGND,li1,521.8700,220.3200,0.000000
FILLER_79_1124,VGND,li1,520.4900,220.3200,0.000000
FILLER_79_1121,VGND,li1,519.1100,220.3200,0.000000
FILLER_79_1118,VGND,li1,517.5000,220.3200,0.000000
FILLER_79_1115,VGND,li1,516.3500,220.3200,0.000000
FILLER_79_1112,VGND,li1,514.9700,220.3200,0.000000
FILLER_79_1109,VGND,li1,513.5900,220.3200,0.000001
FILLER_79_1106,VGND,li1,512.2100,220.3200,0.000001
FILLER_79_1103,VGND,li1,510.8300,220.3200,0.000001
FILLER_79_1100,VGND,li1,509.4500,220.3200,0.000001
FILLER_79_1097,VGND,li1,508.0700,220.3200,0.000001
FILLER_79_1094,VGND,li1,506.6900,220.3200,0.000001
FILLER_79_1091,VGND,li1,505.3100,220.3200,0.000001
FILLER_79_1088,VGND,li1,503.9300,220.3200,0.000001
FILLER_79_1085,VGND,li1,502.5500,220.3200,0.000001
FILLER_79_1082,VGND,li1,501.1700,220.3200,0.000001
FILLER_79_1079,VGND,li1,499.7900,220.3200,0.000001
FILLER_79_1076,VGND,li1,498.4100,220.3200,0.000001
FILLER_79_1073,VGND,li1,497.0300,220.3200,0.000001
FILLER_79_1061,VGND,li1,491.5100,220.3200,0.000001
FILLER_79_1051,VGND,li1,486.4500,220.3200,0.000001
FILLER_79_1048,VGND,li1,485.5300,220.3200,0.000002
FILLER_79_1045,VGND,li1,484.1500,220.3200,0.000002
FILLER_79_1037,VGND,li1,480.0100,220.3200,0.000002
FILLER_79_1034,VGND,li1,479.0900,220.3200,0.000003
FILLER_79_1012,VGND,li1,468.5100,220.3200,0.000003
FILLER_79_1009,VGND,li1,467.5900,220.3200,0.000003
FILLER_79_1007,VGND,li1,466.2100,220.3200,0.000003
FILLER_79_1004,VGND,li1,465.2900,220.3200,0.000003
FILLER_79_974,VGND,li1,451.0300,220.3200,0.000003
FILLER_79_939,VGND,li1,435.3900,220.3200,0.000004
FILLER_79_936,VGND,li1,434.0100,220.3200,0.000004
FILLER_79_912,VGND,li1,422.9700,220.3200,0.000004
FILLER_79_909,VGND,li1,421.5900,220.3200,0.000004
