net,length_um
_07955_,162.73µm
net712,162.72µm
net261,162.7µm
net494,162.69µm
net296,162.68µm
_01989_,162.67µm
clknet_leaf_56_clk,162.58µm
_06960_,162.48µm
net500,162.44µm
_01279_,162.38µm
net485,162.38µm
net742,162.36µm
net285,162.34µm
_04493_,162.33µm
net384,162.275µm
clknet_leaf_12_clk,162.22µm
net723,162.21µm
clknet_leaf_55_clk,162.14µm
_07731_,162.06µm
_06284_,162.015µm
net152,162µm
net1008,161.89µm
net214,161.695µm
net848,161.54µm
_04086_,161.51µm
net1397,161.49µm
net309,161.35µm
net967,161.25µm
net1247,161.16µm
clknet_leaf_4_clk,161.1µm
_09097_,161.06µm
net979,161.02µm
_04937_,160.93µm
_09225_,160.8µm
net1190,160.71µm
net1014,160.62µm
net1888,160.61µm
_04866_,160.57µm
plaintext_reg\[44\],160.54µm
net1248,160.53µm
u_aes128_baseline.u_aes_core.state_reg\[65\],160.52µm
_08038_,160.5µm
_08045_,160.465µm
net268,160.455µm
_04871_,160.43µm
ciphertext_reg\[116\],160.43µm
clknet_leaf_47_clk,160.42µm
net675,160.34µm
_05134_,160.26µm
net567,160.25µm
net414,160.1µm
_08003_,159.98µm
net758,159.94µm
_00857_,159.92µm
ciphertext_reg\[92\],159.92µm
net1210,159.91µm
net509,159.81µm
u_aes128_baseline.u_aes_core.state_reg\[4\],159.78µm
net440,159.765µm
net781,159.63µm
_01634_,159.61µm
net363,159.51µm
_04656_,159.48µm
ciphertext_wire\[61\],159.24µm
clknet_leaf_42_clk,159.2µm
net681,159.195µm
_04413_,159.08µm
net1719,159.01µm
net737,158.94µm
_06405_,158.9µm
_04127_,158.88µm
_05966_,158.87µm
net1572,158.87µm
_01248_,158.82µm
_01258_,158.725µm
_06421_,158.7µm
clknet_leaf_52_clk,158.7µm
net470,158.69µm
net1402,158.67µm
_03254_,158.625µm
_07911_,158.62µm
clknet_leaf_58_clk,158.53µm
_06084_,158.44µm
key_reg\[3\],158.275µm
net1431,158.23µm
net1859,158.16µm
net327,158.115µm
net693,157.93µm
ciphertext_reg\[93\],157.865µm
net1685,157.84µm
net851,157.82µm
net1881,157.78µm
_01686_,157.725µm
key_reg\[19\],157.67µm
_03831_,157.64µm
clknet_leaf_50_clk,157.54µm
_07842_,157.425µm
key_reg\[41\],157.36µm
_06065_,157.34µm
net1098,157.32µm
net1540,157.19µm
net1853,157.11µm
_01305_,157.1µm
net816,157.08µm
_01901_,157.02µm
net471,156.96µm
net1810,156.86µm
_02071_,156.8µm
_05746_,156.78µm
net46,156.74µm
_06056_,156.735µm
net613,156.68µm
ciphertext_reg\[68\],156.67µm
net1727,156.64µm
_08047_,156.52µm
_04507_,156.48µm
net1733,156.42µm
_07856_,156.39µm
ciphertext_reg\[2\],156.28µm
net1585,156.24µm
net652,156.1µm
net1252,156.03µm
_05948_,156µm
_06169_,155.965µm
net880,155.93µm
key_reg\[43\],155.885µm
net51,155.8µm
net1866,155.76µm
u_aes128_baseline.u_aes_core.state_reg\[54\],155.66µm
net600,155.66µm
net39,155.6µm
net1822,155.6µm
_01782_,155.58µm
net1234,155.54µm
key_reg\[55\],155.535µm
net898,155.47µm
net1017,155.36µm
net1901,155.25µm
_07633_,155.19µm
u_aes128_baseline.u_aes_core.state_reg\[22\],155.14µm
_01890_,155.12µm
_06945_,155.12µm
_09143_,155.04µm
_01713_,155.02µm
_06546_,155.01µm
net1012,154.99µm
net1576,154.94µm
_06417_,154.91µm
net1081,154.82µm
_01499_,154.76µm
net374,154.69µm
_01985_,154.58µm
_06348_,154.525µm
net795,154.51µm
net1154,154.47µm
net629,154.46µm
_07883_,154.4µm
net1491,154.32µm
u_aes128_baseline.u_aes_core.round_key_reg\[19\],154.31µm
_04708_,154.28µm
net890,154.22µm
clknet_leaf_23_clk,154.21µm
net1153,154.205µm
_07711_,154.16µm
_07850_,154.12µm
clknet_leaf_18_clk,154.1µm
_06472_,154.055µm
net1820,153.94µm
_07784_,153.88µm
ciphertext_wire\[116\],153.84µm
net820,153.84µm
_03909_,153.82µm
net853,153.82µm
net1019,153.72µm
_01916_,153.68µm
net2020,153.67µm
_08104_,153.57µm
_06536_,153.51µm
net1619,153.45µm
_01927_,153.4µm
_04153_,153.4µm
_04577_,153.37µm
net1790,153.345µm
_06151_,153.33µm
_04645_,153.28µm
net1445,153.23µm
net517,153.205µm
_04454_,153.2µm
_01219_,153.17µm
_01237_,153.13µm
net2054,153.13µm
_04116_,153µm
clknet_leaf_34_clk,153µm
_01741_,152.9µm
_06281_,152.82µm
_01330_,152.8µm
_04580_,152.72µm
net262,152.7µm
net360,152.7µm
_07619_,152.66µm
net657,152.62µm
net406,152.575µm
net233,152.44µm
net1285,152.42µm
plaintext_reg\[103\],152.38µm
ciphertext_reg\[6\],152.16µm
net483,152.135µm
net813,152.06µm
net1182,151.96µm
net951,151.87µm
_02667_,151.86µm
_05172_,151.84µm
_01512_,151.815µm
net1638,151.8µm
net537,151.62µm
_08269_,151.54µm
net893,151.48µm
net1835,151.44µm
clknet_leaf_45_clk,151.42µm
net289,151.4µm
ciphertext_reg\[104\],151.32µm
_07741_,151.31µm
net1680,151.245µm
net1855,151.24µm
_04659_,151.22µm
_04786_,151.2µm
_05392_,151.2µm
_07472_,151.11µm
clknet_leaf_28_clk,151.11µm
net1061,151.06µm
ciphertext_wire\[124\],151.02µm
_05786_,150.98µm
net519,150.98µm
net1593,150.93µm
net871,150.885µm
net33,150.85µm
_08580_,150.82µm
clknet_leaf_59_clk,150.82µm
key_reg\[119\],150.64µm
net842,150.48µm
net324,150.46µm
net708,150.45µm
net437,150.37µm
_02726_,150.18µm
_06085_,150.14µm
_04865_,149.93µm
net1203,149.77µm
_04653_,149.75µm
_09256_,149.7µm
net857,149.64µm
net1450,149.48µm
net388,149.455µm
net523,149.425µm
_09119_,149.34µm
clknet_leaf_41_clk,149.32µm
net1212,149.3µm
net151,149.12µm
net1405,149.1µm
_06375_,149.09µm
net1765,149.08µm
_06051_,149.005µm
_04771_,149µm
net556,148.97µm
_01225_,148.92µm
u_aes128_baseline.u_aes_core.state_reg\[102\],148.9µm
net843,148.885µm
key_reg\[117\],148.8µm
net1064,148.76µm
net29,148.56µm
clknet_leaf_38_clk,148.54µm
net554,148.49µm
net879,148.48µm
_07892_,148.46µm
_07565_,148.22µm
net2075,148.15µm
net352,148.14µm
net420,148.125µm
net1686,148.08µm
plaintext_reg\[6\],147.98µm
_01728_,147.91µm
_01613_,147.86µm
net1426,147.82µm
_08029_,147.72µm
u_aes128_baseline.u_aes_core.state_reg\[69\],147.72µm
_01371_,147.595µm
net1340,147.56µm
net518,147.48µm
net1663,147.45µm
_04906_,147.42µm
net687,147.365µm
_01318_,147.33µm
net516,147.26µm
clknet_leaf_53_clk,147.26µm
net1201,147.25µm
net1771,147.21µm
_06380_,147.16µm
net793,147.14µm
net1580,147.105µm
_06263_,147.05µm
u_aes128_baseline.u_aes_core.state_reg\[18\],147.02µm
_09290_,147µm
_01223_,146.98µm
_07799_,146.96µm
net1282,146.93µm
_06045_,146.92µm
key_reg\[6\],146.86µm
net197,146.8µm
u_aes128_baseline.u_aes_core.state_reg\[84\],146.79µm
net1371,146.77µm
key_reg\[108\],146.72µm
_07654_,146.63µm
net1461,146.6µm
net463,146.57µm
_05999_,146.56µm
net256,146.475µm
net1537,146.44µm
_06134_,146.415µm
_04970_,146.35µm
net707,146.34µm
_01213_,146.23µm
u_aes128_baseline.u_aes_core.state_reg\[48\],146.2µm
net1937,146.18µm
_07658_,146.16µm
net1876,146.16µm
_07646_,146.13µm
clknet_leaf_33_clk,146.08µm
_01262_,146.06µm
net2060,146.03µm
net1504,145.975µm
_08514_,145.965µm
_08289_,145.93µm
net1391,145.92µm
net583,145.9µm
ciphertext_reg\[118\],145.84µm
_04830_,145.745µm
_07705_,145.7µm
ciphertext_wire\[3\],145.65µm
net1107,145.62µm
clknet_leaf_2_clk,145.55µm
net204,145.545µm
net424,145.49µm
_06313_,145.32µm
net668,145.19µm
_06329_,145.06µm
net43,145.04µm
net499,145.03µm
net1861,144.96µm
_07962_,144.8µm
net512,144.8µm
_04546_,144.745µm
net1466,144.73µm
net1690,144.72µm
_04936_,144.7µm
net658,144.7µm
_09102_,144.66µm
clknet_leaf_8_clk,144.36µm
net1549,144.32µm
net837,144.255µm
net1788,144.24µm
_01662_,144.19µm
_02094_,144.16µm
u_aes128_baseline.u_aes_core.round_key_reg\[31\],144.16µm
net195,144.155µm
_07635_,144.08µm
net849,144µm
net552,143.98µm
net476,143.9µm
net1043,143.88µm
_01231_,143.84µm
net286,143.84µm
net821,143.8µm
_01754_,143.785µm
net942,143.775µm
_02015_,143.7µm
net1809,143.64µm
_04497_,143.6µm
net40,143.6µm
clknet_leaf_32_clk,143.56µm
net1157,143.42µm
_04707_,143.28µm
_08218_,143.265µm
net514,143.265µm
net1162,143.19µm
ciphertext_reg\[81\],143.16µm
_08017_,143.08µm
_05902_,143.075µm
_06394_,143.065µm
_01816_,143.04µm
_01533_,143.035µm
net755,143.02µm
net1487,143.02µm
clknet_leaf_43_clk,143µm
_06667_,142.965µm
net426,142.955µm
_03737_,142.9µm
net405,142.865µm
net1514,142.86µm
clknet_leaf_31_clk,142.82µm
net633,142.7µm
net449,142.695µm
net547,142.505µm
net1054,142.46µm
net1791,142.45µm
net1671,142.405µm
clknet_leaf_10_clk,142.32µm
_08512_,142.18µm
u_aes128_baseline.u_aes_core.state_reg\[60\],142.12µm
u_aes128_baseline.u_aes_core.state_reg\[6\],142.12µm
_07763_,142.11µm
_01370_,141.965µm
net564,141.86µm
net666,141.86µm
net1577,141.82µm
_04877_,141.76µm
u_aes128_baseline.u_aes_core.state_reg\[82\],141.74µm
_02028_,141.73µm
ciphertext_wire\[1\],141.62µm
net179,141.6µm
net607,141.56µm
net1499,141.545µm
net701,141.52µm
net293,141.48µm
_07846_,141.44µm
_01306_,141.425µm
net1325,141.3µm
_01430_,141.28µm
net1497,141.28µm
net177,141.23µm
_00872_,141.16µm
_01900_,141.07µm
_01301_,140.98µm
net17,140.96µm
_01479_,140.89µm
net442,140.89µm
_01729_,140.88µm
net720,140.835µm
net65,140.8µm
u_aes128_baseline.u_aes_core.state_reg\[113\],140.74µm
ciphertext_wire\[16\],140.66µm
net311,140.66µm
net637,140.59µm
_01648_,140.52µm
_05528_,140.52µm
_04162_,140.51µm
clknet_leaf_44_clk,140.495µm
_03720_,140.41µm
_06376_,140.41µm
_03262_,140.37µm
net448,140.37µm
net300,140.32µm
_04088_,140.29µm
ciphertext_reg\[22\],140.24µm
net486,140.23µm
_02054_,140.2µm
net1813,140.14µm
net506,140.08µm
net1109,140.03µm
net226,140.02µm
net826,139.97µm
clknet_leaf_40_clk,139.96µm
_02193_,139.94µm
net1818,139.9µm
clknet_leaf_30_clk,139.78µm
net336,139.76µm
net383,139.62µm
_01242_,139.59µm
net1137,139.525µm
_09030_,139.5µm
net1754,139.48µm
clknet_leaf_5_clk,139.48µm
net1219,139.45µm
net1207,139.39µm
_04567_,139.36µm
clknet_leaf_16_clk,139.28µm
net685,139.25µm
net1393,139.19µm
_06043_,139.105µm
net617,139.03µm
net1492,138.95µm
clknet_leaf_51_clk,138.905µm
net661,138.82µm
clknet_leaf_29_clk,138.8µm
u_aes128_baseline.u_aes_core.state_reg\[10\],138.67µm
net1521,138.625µm
_05388_,138.62µm
net750,138.6µm
net814,138.6µm
net1819,138.6µm
_08037_,138.54µm
net752,138.535µm
_03709_,138.38µm
_02636_,138.31µm
_07732_,138.305µm
net1199,138.3µm
net1242,138.285µm
_04802_,138.21µm
net731,138.15µm
_07649_,138.03µm
ciphertext_reg\[73\],138.02µm
net799,137.84µm
net728,137.815µm
_06003_,137.75µm
net1111,137.72µm
net1279,137.71µm
net2055,137.62µm
_00802_,137.6µm
_03250_,137.6µm
clknet_leaf_48_clk,137.6µm
clknet_leaf_49_clk,137.56µm
net1986,137.5µm
net521,137.41µm
net47,137.4µm
net672,137.35µm
net844,137.345µm
_08985_,137.28µm
_04540_,137.27µm
_01680_,137.24µm
net1782,137.14µm
net1301,137.105µm
net1526,137.09µm
net312,137.08µm
_06124_,136.97µm
_03288_,136.92µm
_06287_,136.86µm
_03746_,136.84µm
net1490,136.83µm
_01629_,136.76µm
_01477_,136.64µm
net379,136.515µm
net503,136.515µm
_02019_,136.5µm
net830,136.495µm
net332,136.48µm
_04839_,136.43µm
net37,136.24µm
net1943,136.18µm
net888,136.11µm
net832,136.03µm
_02264_,136.01µm
net160,135.995µm
net1496,135.98µm
net1385,135.96µm
net11,135.92µm
net443,135.89µm
net819,135.78µm
_06659_,135.74µm
net1165,135.59µm
net1489,135.57µm
net1468,135.475µm
_04646_,135.435µm
_07870_,135.41µm
_01986_,135.315µm
net616,135.28µm
net558,135.26µm
_04561_,135.18µm
net1101,135.04µm
net314,135.01µm
net1300,135µm
clknet_leaf_20_clk,135µm
net423,134.9µm
net702,134.86µm
clknet_leaf_17_clk,134.86µm
_04953_,134.84µm
_04521_,134.795µm
net441,134.79µm
net1474,134.755µm
_03278_,134.75µm
net1367,134.74µm
_05934_,134.7µm
net1469,134.695µm
_01815_,134.69µm
net453,134.69µm
_06542_,134.65µm
net855,134.58µm
_04296_,134.56µm
_01309_,134.54µm
net1421,134.52µm
net643,134.455µm
net1763,134.435µm
net1910,134.42µm
_07753_,134.33µm
_01547_,134.32µm
net1878,134.32µm
net1616,134.31µm
net1250,134.3µm
_07261_,134.28µm
_06148_,134.21µm
net359,134.2µm
net283,134.09µm
net977,134.07µm
_04863_,134.06µm
net1463,133.94µm
_04648_,133.88µm
net1166,133.88µm
net1298,133.71µm
key_reg\[78\],133.6µm
_09240_,133.56µm
_06074_,133.52µm
net913,133.52µm
net961,133.505µm
_01866_,133.46µm
net174,133.46µm
_02003_,133.37µm
_06343_,133.37µm
_03701_,133.33µm
clknet_leaf_54_clk,133.3µm
_01947_,133.29µm
_09294_,133.26µm
_03378_,133.24µm
_03779_,133.19µm
net715,133.165µm
_01255_,133.16µm
_04869_,133.15µm
_03841_,133.08µm
_06154_,133.025µm
_02406_,132.985µm
key_reg\[36\],132.96µm
net236,132.84µm
_07896_,132.82µm
_04651_,132.815µm
net1545,132.78µm
_03255_,132.72µm
net295,132.72µm
net356,132.71µm
net1966,132.695µm
net1939,132.58µm
_06379_,132.56µm
_09149_,132.52µm
net833,132.515µm
_04105_,132.49µm
ciphertext_reg\[57\],132.44µm
_04062_,132.33µm
_04759_,132.32µm
net1865,132.19µm
net1099,132.135µm
key_reg\[25\],132.05µm
_01789_,131.98µm
net1942,131.97µm
_09310_,131.84µm
net1954,131.74µm
plaintext_reg\[2\],131.7µm
_00840_,131.68µm
net156,131.6µm
_04687_,131.59µm
_06075_,131.57µm
_01773_,131.5µm
net834,131.5µm
net1479,131.5µm
_06239_,131.46µm
net822,131.21µm
net786,131.14µm
net778,131.11µm
_07848_,130.94µm
_07670_,130.92µm
_03855_,130.88µm
net1915,130.86µm
_02325_,130.855µm
_08028_,130.825µm
_01997_,130.7µm
plaintext_reg\[54\],130.68µm
_03696_,130.67µm
net1736,130.64µm
_07718_,130.61µm
net1065,130.61µm
net1293,130.52µm
net588,130.5µm
_01311_,130.49µm
net679,130.48µm
_04897_,130.465µm
_04527_,130.44µm
net800,130.43µm
net1085,130.41µm
net1470,130.325µm
net199,130.275µm
net451,130.18µm
net1510,130.16µm
net749,130.115µm
_08023_,130.1µm
net1164,130.09µm
_09191_,130.06µm
_01898_,130.005µm
net1194,129.985µm
_05520_,129.94µm
_08041_,129.9µm
net541,129.875µm
net745,129.86µm
_02340_,129.82µm
_03754_,129.72µm
net966,129.71µm
net389,129.7µm
net746,129.67µm
net1342,129.635µm
net864,129.61µm
net49,129.54µm
_04835_,129.5µm
net403,129.445µm
_04901_,129.425µm
net1583,129.38µm
_04887_,129.34µm
_01877_,129.32µm
net428,129.32µm
net1086,129.32µm
net507,129.28µm
_01619_,129.275µm
_02186_,129.26µm
_04699_,129.25µm
net1400,129.21µm
net1189,129.2µm
net2038,129.19µm
net1838,129.16µm
_02167_,129.14µm
_04098_,129.14µm
_02147_,129.135µm
net504,129.12µm
net1095,129.03µm
net1173,129µm
net1376,128.98µm
net1708,128.955µm
_05291_,128.92µm
net175,128.92µm
net763,128.875µm
_06082_,128.795µm
net595,128.76µm
net148,128.52µm
net409,128.48µm
net710,128.47µm
_04143_,128.44µm
net438,128.345µm
net298,128.31µm
_04331_,128.305µm
_06146_,128.27µm
_08860_,128.26µm
_06433_,128.24µm
ciphertext_wire\[8\],128.22µm
_04248_,128.16µm
net815,128.15µm
_07505_,128.12µm
net1718,128.11µm
key_reg\[87\],128.06µm
net540,128.04µm
net1427,127.895µm
net1358,127.89µm
_09091_,127.8µm
net1374,127.79µm
net1932,127.7µm
net699,127.59µm
net529,127.56µm
net566,127.56µm
net794,127.41µm
_04513_,127.38µm
net729,127.34µm
_01472_,127.33µm
net461,127.32µm
net810,127.31µm
net1650,127.255µm
net1587,127.22µm
net976,127.1µm
net1778,126.93µm
_04998_,126.9µm
_01493_,126.84µm
net1522,126.78µm
net308,126.68µm
net1534,126.67µm
net1392,126.59µm
net1329,126.52µm
_06598_,126.44µm
net662,126.44µm
_06158_,126.4µm
net1752,126.35µm
_05570_,126.34µm
_04503_,126.29µm
net777,126.28µm
_07511_,126.25µm
clknet_leaf_24_clk,126.22µm
net1684,126.08µm
_04753_,126.075µm
_06689_,126.06µm
_06867_,126.05µm
net1087,126.005µm
_05692_,126µm
_01323_,125.96µm
net691,125.94µm
_01879_,125.865µm
_02421_,125.85µm
net1372,125.8µm
net1237,125.63µm
_04939_,125.565µm
_08006_,125.515µm
_07645_,125.48µm
_01476_,125.47µm
net417,125.46µm
_03263_,125.39µm
net1317,125.39µm
net1535,125.31µm
u_aes128_baseline.u_aes_core.state_reg\[52\],125.3µm
net1151,125.3µm
net1634,125.29µm
net739,125.13µm
_07674_,125.1µm
_06270_,124.75µm
net1407,124.7µm
net1804,124.52µm
net1781,124.46µm
_04068_,124.45µm
net1612,124.44µm
_02031_,124.4µm
net870,124.39µm
_01498_,124.31µm
net1672,124.24µm
_06018_,124.22µm
_01929_,124.14µm
net1399,124.12µm
_01470_,124.1µm
key_reg\[2\],124.08µm
_07677_,124.075µm
_03291_,124.05µm
_04770_,123.96µm
net522,123.95µm
net393,123.945µm
net1053,123.92µm
net1295,123.92µm
_05057_,123.89µm
net1147,123.85µm
_06392_,123.76µm
net1957,123.75µm
_06088_,123.61µm
_02799_,123.58µm
_08897_,123.58µm
_04174_,123.57µm
_04093_,123.43µm
net762,123.22µm
net636,123.21µm
net1843,123.14µm
net1831,123.12µm
clknet_leaf_9_clk,123.02µm
net1892,122.98µm
_01796_,122.9µm
_05960_,122.85µm
_09058_,122.83µm
net1555,122.8µm
net1605,122.775µm
net984,122.76µm
_04982_,122.74µm
net1009,122.7µm
net1710,122.62µm
net1432,122.55µm
_03670_,122.52µm
net339,122.5µm
_02271_,122.475µm
net642,122.435µm
net1974,122.41µm
net1588,122.36µm
_01226_,122.28µm
u_aes128_baseline.u_aes_core.state_reg\[57\],122.24µm
net730,122.15µm
_04526_,122.11µm
net1624,122.105µm
net906,122.05µm
net673,122.04µm
net539,122.03µm
_04109_,122µm
net1286,122µm
net645,121.97µm
_01287_,121.93µm
net938,121.9µm
_06231_,121.86µm
net12,121.84µm
net1652,121.83µm
_04085_,121.82µm
u_aes128_baseline.u_aes_core.state_reg\[59\],121.78µm
clknet_leaf_46_clk,121.74µm
_01604_,121.72µm
_08091_,121.72µm
net1749,121.685µm
_03114_,121.68µm
_06076_,121.57µm
net764,121.515µm
_05219_,121.49µm
_01308_,121.44µm
_04250_,121.36µm
net596,121.33µm
_01271_,121.325µm
net1409,121.24µm
net831,121.22µm
net719,121.09µm
_08405_,121.08µm
_04241_,121.06µm
_04124_,121.04µm
net1456,121.02µm
net57,120.92µm
net1026,120.915µm
_03758_,120.91µm
_07967_,120.87µm
key_reg\[91\],120.87µm
net1040,120.84µm
_04780_,120.79µm
net56,120.74µm
_06070_,120.615µm
net1383,120.555µm
net1370,120.54µm
net726,120.525µm
_04712_,120.44µm
net1578,120.42µm
net1779,120.42µm
net1677,120.41µm
net1246,120.23µm
_03065_,120.22µm
net531,120.22µm
net1357,120.18µm
net1794,120.125µm
net1833,120.105µm
net772,120.06µm
_03366_,120.04µm
net306,119.96µm
_04652_,119.92µm
net621,119.905µm
net133,119.84µm
net550,119.78µm
net1595,119.74µm
net67,119.72µm
net817,119.72µm
net690,119.575µm
net1877,119.53µm
u_aes128_baseline.u_aes_core.state_reg\[9\],119.51µm
net802,119.48µm
net2062,119.47µm
key_reg\[44\],119.4µm
_03948_,119.29µm
net1552,119.24µm
net1633,119.24µm
net1001,119.22µm
_07640_,119.16µm
net38,119.16µm
net1236,119.12µm
net956,119.11µm
_06383_,119.06µm
net727,119.01µm
_03726_,118.9µm
net1799,118.895µm
net315,118.84µm
net704,118.835µm
_03949_,118.82µm
_01952_,118.78µm
_06750_,118.77µm
net391,118.76µm
net1523,118.725µm
net2007,118.71µm
net615,118.66µm
clknet_leaf_15_clk,118.615µm
net779,118.58µm
net867,118.57µm
net1571,118.53µm
_07762_,118.45µm
_06328_,118.44µm
net401,118.42µm
net1110,118.405µm
net1283,118.4µm
net1807,118.37µm
net1653,118.32µm
_05840_,118.28µm
_04667_,118.24µm
net647,118.21µm
net1609,118.2µm
u_aes128_baseline.u_aes_core.round_key_reg\[8\],118.07µm
u_aes128_baseline.u_aes_core.state_reg\[74\],118µm
net1623,117.92µm
net856,117.91µm
net2042,117.88µm
net114,117.84µm
_01291_,117.83µm
net52,117.76µm
net1066,117.71µm
_04134_,117.69µm
net1511,117.66µm
_06155_,117.65µm
net1897,117.62µm
net2035,117.61µm
_06068_,117.565µm
net1860,117.54µm
net48,117.52µm
net1922,117.41µm
_01894_,117.36µm
net1613,117.36µm
u_aes128_baseline.u_aes_core.state_reg\[72\],117.3µm
net716,117.26µm
_04934_,117.19µm
net1895,117.16µm
net1548,117.12µm
net1030,116.96µm
_06165_,116.95µm
net1884,116.93µm
_01515_,116.92µm
_08198_,116.9µm
net1483,116.89µm
_01660_,116.79µm
ciphertext_reg\[102\],116.76µm
net1660,116.75µm
_01375_,116.74µm
clknet_leaf_11_clk,116.74µm
_01467_,116.735µm
_03368_,116.735µm
net1854,116.73µm
_04502_,116.7µm
net651,116.7µm
_04243_,116.69µm
_04530_,116.64µm
_02018_,116.615µm
_08074_,116.61µm
net1594,116.61µm
_06183_,116.6µm
_06267_,116.58µm
_06272_,116.5µm
net408,116.44µm
net1784,116.38µm
_09328_,116.34µm
_01496_,116.32µm
net1730,116.295µm
net1494,116.29µm
net1430,116.23µm
net1768,116.23µm
_06306_,116.2µm
clknet_leaf_35_clk,116.2µm
_08841_,116.1µm
_06282_,116.075µm
_04489_,116.06µm
_06210_,115.965µm
_01289_,115.9µm
_07634_,115.88µm
net744,115.87µm
_06439_,115.86µm
net1125,115.86µm
net1949,115.86µm
net1563,115.805µm
net1084,115.795µm
net1394,115.76µm
net1529,115.715µm
_02046_,115.65µm
_05353_,115.55µm
plaintext_reg\[78\],115.35µm
net641,115.35µm
key_reg\[76\],115.27µm
net280,115.24µm
net1272,115.185µm
net1273,115.175µm
_08290_,115.16µm
net1484,115.14µm
net987,115.09µm
_07827_,115.07µm
_01957_,115.04µm
_04678_,114.98µm
_04089_,114.94µm
ciphertext_wire\[120\],114.94µm
_08709_,114.9µm
_08396_,114.87µm
ciphertext_wire\[89\],114.8µm
_04341_,114.67µm
_06304_,114.59µm
net1682,114.52µm
_01701_,114.48µm
net927,114.44µm
ciphertext_reg\[3\],114.36µm
_06435_,114.33µm
ciphertext_reg\[85\],114.26µm
_02836_,114.24µm
_06292_,114.185µm
_07737_,114.18µm
net839,114.175µm
_08004_,114.16µm
net1195,114.1µm
ciphertext_reg\[106\],114.075µm
net769,114.02µm
net333,113.98µm
net571,113.8µm
net1263,113.78µm
_05099_,113.76µm
